merchant_id,industry,signup_date,avg_ticket_size,weekly_txn_rate,decline_rate
MCH101635,E-commerce Retail,2025-02-05,217.46,6.25,0.0855
MCH101636,Food & Beverage,2026-01-28,49.02,6.91,0.0167
MCH101637,E-commerce Retail,2025-02-17,77.88,1.91,0.0231
MCH101638,Utilities & Billing,2025-05-24,47.93,2.1,0.0715
MCH101639,Marketplace,2025-09-16,33.54,4.43,0.0849
MCH101640,Food & Beverage,2024-08-21,61.21,0.48,0.0371
MCH101641,Marketplace,2025-07-11,120.22,1.73,0.1009
MCH101642,Food & Beverage,2025-03-20,15.08,0.74,0.1315
MCH101643,Professional Services,2025-03-24,8.57,10.21,0.0342
MCH101644,E-commerce Retail,2025-06-24,21.48,1.71,0.0154
MCH101645,Digital Goods,2025-05-13,45.23,3.24,0.1711
MCH101646,E-commerce Retail,2025-05-20,87.35,1.98,0.0369
MCH101647,Digital Goods,2026-04-27,13.61,1.85,0.1062
MCH101648,Digital Goods,2026-04-13,5.0,3.04,0.0701
MCH101649,Professional Services,2026-01-14,21.99,1.18,0.0841
MCH101650,E-commerce Retail,2026-03-21,30.15,2.02,0.0507
MCH101651,Subscription / SaaS,2025-08-25,11.45,2.0,0.0334
MCH101652,Subscription / SaaS,2024-08-15,17.18,1.61,0.0101
MCH101653,Subscription / SaaS,2026-02-20,87.12,3.64,0.0542
MCH101654,E-commerce Retail,2025-03-26,39.57,1.57,0.0397
MCH101655,Marketplace,2026-02-21,51.71,12.32,0.0175
MCH101656,Travel & Hospitality,2025-07-16,25.64,4.61,0.0933
MCH101657,Subscription / SaaS,2024-10-26,17.22,0.64,0.0602
MCH101658,Food & Beverage,2026-01-17,25.46,4.27,0.0229
MCH101659,Food & Beverage,2024-10-24,60.27,1.23,0.0441
MCH101660,Travel & Hospitality,2026-03-22,8.24,2.82,0.02
MCH101661,Food & Beverage,2025-03-17,190.6,1.18,0.0177
MCH101662,Marketplace,2024-09-13,65.03,0.27,0.036
MCH101663,Food & Beverage,2025-10-23,21.42,2.41,0.005
MCH101664,Utilities & Billing,2025-05-01,82.55,0.59,0.1209
MCH101665,Marketplace,2024-07-07,124.26,3.74,0.1508
MCH101666,E-commerce Retail,2025-07-01,26.3,2.93,0.1679
MCH101667,Marketplace,2026-03-26,29.47,1.34,0.0627
MCH101668,E-commerce Retail,2025-12-05,162.96,15.26,0.0619
MCH101669,Digital Goods,2025-06-13,304.59,0.71,0.1391
MCH101670,Food & Beverage,2025-09-11,37.69,1.32,0.0507
MCH101671,Marketplace,2025-01-31,11.49,0.8,0.1759
MCH101672,Marketplace,2025-09-02,22.86,18.94,0.1053
MCH101673,Digital Goods,2025-11-10,102.82,9.51,0.1176
MCH101674,Digital Goods,2025-12-22,13.06,0.59,0.158
MCH101675,Subscription / SaaS,2025-07-02,29.72,1.08,0.1334
MCH101676,E-commerce Retail,2025-05-09,49.04,1.11,0.0368
MCH101677,Food & Beverage,2025-12-20,14.55,1.42,0.0317
MCH101678,E-commerce Retail,2024-08-23,109.56,0.87,0.0581
MCH101679,Professional Services,2025-12-23,73.26,1.34,0.0424
MCH101680,Subscription / SaaS,2025-10-10,273.02,6.72,0.0602
MCH101681,Utilities & Billing,2024-12-11,79.95,17.23,0.0163
MCH101682,Professional Services,2025-05-30,14.0,0.52,0.0204
MCH101683,Digital Goods,2025-12-29,62.2,0.87,0.1689
MCH101684,E-commerce Retail,2025-06-13,98.3,3.05,0.0723
MCH101685,Marketplace,2025-03-30,103.49,0.51,0.0946
MCH101686,Marketplace,2025-08-18,16.83,3.12,0.0568
MCH101687,Food & Beverage,2025-11-12,14.93,4.22,0.0195
MCH101688,Travel & Hospitality,2024-10-01,11.71,4.96,0.0058
MCH101689,Digital Goods,2026-05-16,182.13,4.1,0.1675
MCH101690,E-commerce Retail,2024-09-17,68.23,1.44,0.1615
MCH101691,Food & Beverage,2026-03-14,16.1,2.05,0.0221
MCH101692,Food & Beverage,2025-02-02,41.56,0.76,0.0799
MCH101693,E-commerce Retail,2025-06-23,32.34,3.91,0.0519
MCH101694,Subscription / SaaS,2026-03-10,13.84,12.22,0.0911
MCH101695,E-commerce Retail,2025-11-19,37.95,3.9,0.1913
MCH101696,E-commerce Retail,2026-01-10,44.29,1.23,0.0384
MCH101697,E-commerce Retail,2024-12-28,252.46,6.65,0.1295
MCH101698,Utilities & Billing,2026-01-27,19.0,26.2,0.0338
MCH101699,Travel & Hospitality,2025-03-03,6.62,3.14,0.107
MCH101700,Utilities & Billing,2025-03-01,12.82,4.28,0.1428
MCH101701,Food & Beverage,2025-11-18,14.99,4.84,0.0225
MCH101702,Subscription / SaaS,2025-08-26,23.88,0.49,0.1068
MCH101703,Food & Beverage,2025-05-16,12.85,1.63,0.0243
MCH101704,Food & Beverage,2024-09-25,83.27,1.47,0.0803
MCH101705,E-commerce Retail,2025-02-02,11.99,5.67,0.0686
MCH101706,Professional Services,2025-11-02,37.34,5.04,0.0095
MCH101707,E-commerce Retail,2025-12-01,270.48,2.18,0.0321
MCH101708,Travel & Hospitality,2025-04-04,63.66,1.39,0.0429
MCH101709,Professional Services,2024-12-16,57.44,0.46,0.0453
MCH101710,E-commerce Retail,2025-05-26,234.47,2.42,0.0844
MCH101711,E-commerce Retail,2026-04-11,127.19,0.95,0.0466
MCH101712,Digital Goods,2025-09-14,64.4,0.84,0.054
MCH101713,Food & Beverage,2025-07-26,26.82,6.21,0.0159
MCH101714,E-commerce Retail,2025-11-08,35.78,5.6,0.0722
MCH101715,Utilities & Billing,2025-07-16,34.08,1.51,0.0804
MCH101716,E-commerce Retail,2025-05-02,24.5,0.51,0.0108
MCH101717,Professional Services,2026-05-04,45.24,1.08,0.0463
MCH101718,Utilities & Billing,2025-11-25,51.97,6.64,0.0672
MCH101719,E-commerce Retail,2025-01-04,10.54,3.93,0.0424
MCH101720,E-commerce Retail,2025-11-28,187.17,1.53,0.0121
MCH101721,E-commerce Retail,2026-04-05,55.14,2.61,0.0815
MCH101722,Subscription / SaaS,2025-08-31,28.14,0.31,0.0996
MCH101723,E-commerce Retail,2025-11-14,45.66,0.29,0.0662
MCH101724,Professional Services,2025-03-17,92.79,17.76,0.0516
MCH101725,E-commerce Retail,2025-11-25,8.44,4.08,0.0481
MCH101726,Food & Beverage,2024-09-09,32.95,2.46,0.007
MCH101727,Utilities & Billing,2025-10-21,11.18,1.65,0.0581
MCH101728,Digital Goods,2024-12-25,521.65,0.42,0.0824
MCH101729,Travel & Hospitality,2025-09-30,42.02,6.64,0.0141
MCH101730,Subscription / SaaS,2025-01-05,11.27,0.79,0.005
MCH101731,Professional Services,2025-04-17,1338.72,4.97,0.0734
MCH101732,Food & Beverage,2025-12-02,21.41,2.81,0.005
MCH101733,Food & Beverage,2025-04-18,29.69,2.33,0.0618
MCH101734,E-commerce Retail,2026-03-27,31.92,0.67,0.0674
MCH101735,Marketplace,2025-04-09,15.67,0.68,0.0772
MCH101736,Food & Beverage,2025-12-26,46.87,3.63,0.0092
MCH101737,E-commerce Retail,2025-07-12,5.0,2.66,0.0456
MCH101738,Subscription / SaaS,2026-04-19,108.41,2.58,0.0905
MCH101739,Food & Beverage,2024-12-03,11.85,3.27,0.1513
MCH101740,Digital Goods,2025-11-20,24.16,0.35,0.0636
MCH101741,Professional Services,2025-08-17,77.6,6.79,0.0293
MCH101742,Digital Goods,2025-12-10,29.83,1.72,0.0608
MCH101743,E-commerce Retail,2025-06-20,31.08,7.92,0.0657
MCH101744,Food & Beverage,2026-01-10,13.3,0.33,0.0412
MCH101745,Food & Beverage,2025-01-03,297.57,4.35,0.0154
MCH101746,E-commerce Retail,2024-07-31,62.27,4.3,0.0777
MCH101747,Subscription / SaaS,2025-03-17,12.39,0.56,0.1486
MCH101748,Digital Goods,2025-08-25,43.74,1.3,0.0908
MCH101749,E-commerce Retail,2025-12-11,11.55,0.85,0.0289
MCH101750,Food & Beverage,2026-01-02,204.88,5.83,0.0234
MCH101751,E-commerce Retail,2025-04-30,44.69,3.35,0.1159
MCH101752,E-commerce Retail,2024-08-08,13.8,12.17,0.0315
MCH101753,Subscription / SaaS,2025-11-01,73.52,3.01,0.0785
MCH101754,Utilities & Billing,2026-04-05,27.71,5.12,0.1034
MCH101755,Digital Goods,2025-12-24,10.09,7.94,0.2048
MCH101756,Utilities & Billing,2026-05-01,53.57,4.28,0.0623
MCH101757,Food & Beverage,2025-04-04,52.08,1.68,0.0411
MCH101758,E-commerce Retail,2025-01-19,114.18,1.39,0.0252
MCH101759,Travel & Hospitality,2024-09-04,39.04,2.27,0.1138
MCH101760,Food & Beverage,2024-10-16,40.73,5.46,0.0877
MCH101761,Marketplace,2025-03-25,42.95,1.14,0.0318
MCH101762,E-commerce Retail,2025-02-07,180.42,4.72,0.0978
MCH101763,Food & Beverage,2025-12-12,26.84,3.4,0.0325
MCH101764,E-commerce Retail,2024-09-28,58.53,0.7,0.0225
MCH101765,Subscription / SaaS,2026-05-24,67.81,4.5,0.0231
MCH101766,Professional Services,2025-03-12,51.92,2.83,0.0309
MCH101767,Food & Beverage,2025-09-28,25.84,1.42,0.0262
MCH101768,Subscription / SaaS,2025-03-10,41.29,2.79,0.0938
MCH101769,Food & Beverage,2025-03-14,33.33,1.47,0.0568
MCH101770,Food & Beverage,2025-07-18,259.62,3.15,0.0768
MCH101771,Digital Goods,2025-09-15,23.16,2.08,0.2877
MCH101772,Marketplace,2026-02-19,14.69,0.53,0.0253
MCH101773,Utilities & Billing,2024-09-28,36.37,2.14,0.005
MCH101774,Digital Goods,2025-07-25,33.9,1.58,0.0494
MCH101775,Subscription / SaaS,2026-02-02,44.56,4.64,0.0687
MCH101776,Professional Services,2024-08-13,23.16,5.93,0.0241
MCH101777,Food & Beverage,2026-04-25,40.87,1.48,0.0274
MCH101778,Subscription / SaaS,2026-02-18,41.66,1.12,0.082
MCH101779,Marketplace,2024-07-19,90.56,0.46,0.005
MCH101780,E-commerce Retail,2024-10-09,40.17,1.09,0.051
MCH101781,Marketplace,2026-02-27,40.55,1.78,0.0166
MCH101782,Food & Beverage,2025-06-22,61.33,0.64,0.0188
MCH101783,Professional Services,2025-12-24,87.15,6.01,0.0281
MCH101784,Professional Services,2024-08-02,13.69,3.2,0.0256
MCH101785,Marketplace,2025-02-14,10.46,2.18,0.0215
MCH101786,Professional Services,2025-12-06,199.43,2.42,0.0806
MCH101787,Travel & Hospitality,2026-03-22,74.0,3.34,0.0312
MCH101788,E-commerce Retail,2024-12-02,29.39,4.63,0.1307
MCH101789,Food & Beverage,2025-08-27,37.33,5.52,0.0824
MCH101790,E-commerce Retail,2025-03-03,24.72,1.81,0.0262
MCH101791,Professional Services,2025-08-09,45.21,2.13,0.06
MCH101792,Food & Beverage,2025-12-23,13.85,2.92,0.0217
MCH101793,Professional Services,2024-12-08,84.79,2.05,0.0823
MCH101794,E-commerce Retail,2024-10-25,43.62,5.88,0.0757
MCH101795,E-commerce Retail,2025-03-28,45.22,8.39,0.0073
MCH101796,Professional Services,2026-05-23,14.97,3.47,0.0295
MCH101797,E-commerce Retail,2025-10-30,61.82,0.99,0.1152
MCH101798,E-commerce Retail,2024-12-19,15.32,4.09,0.0254
MCH101799,E-commerce Retail,2025-03-31,18.32,3.61,0.0506
MCH101800,Utilities & Billing,2025-03-16,39.95,0.91,0.0166
MCH101801,Professional Services,2024-11-12,449.14,3.61,0.0461
MCH101802,Subscription / SaaS,2026-05-14,43.44,1.43,0.2645
MCH101803,Subscription / SaaS,2025-08-26,5.0,5.19,0.0675
MCH101804,Subscription / SaaS,2025-08-25,19.25,4.06,0.0657
MCH101805,Digital Goods,2025-01-02,72.51,3.07,0.1235
MCH101806,Professional Services,2025-06-29,11.84,2.56,0.0404
MCH101807,E-commerce Retail,2026-02-27,84.02,0.29,0.0346
MCH101808,E-commerce Retail,2025-07-13,42.9,0.73,0.0882
MCH101809,E-commerce Retail,2025-12-05,98.63,2.16,0.0349
MCH101810,Professional Services,2026-01-31,20.93,11.24,0.0163
MCH101811,Digital Goods,2025-01-12,19.36,4.33,0.1251
MCH101812,Subscription / SaaS,2024-10-06,64.39,15.09,0.0133
MCH101813,E-commerce Retail,2026-02-25,36.32,2.67,0.1071
MCH101814,E-commerce Retail,2024-07-22,34.19,2.38,0.0314
MCH101815,Utilities & Billing,2025-09-23,175.73,10.23,0.1083
MCH101816,Subscription / SaaS,2024-12-19,66.96,2.1,0.0182
MCH101817,Digital Goods,2025-07-18,5.0,0.92,0.0927
MCH101818,Professional Services,2024-11-11,81.38,3.38,0.005
MCH101819,Food & Beverage,2025-08-30,73.62,7.56,0.0415
MCH101820,E-commerce Retail,2024-07-25,119.69,1.08,0.0147
MCH101821,E-commerce Retail,2025-11-15,14.3,4.43,0.0249
MCH101822,Travel & Hospitality,2025-01-01,50.64,2.24,0.0602
MCH101823,Digital Goods,2024-09-23,40.92,3.86,0.0634
MCH101824,Professional Services,2026-01-18,14.05,3.37,0.0099
MCH101825,Food & Beverage,2024-11-21,94.33,1.63,0.0149
MCH101826,E-commerce Retail,2026-05-10,28.74,2.21,0.0699
MCH101827,Utilities & Billing,2025-08-16,115.9,1.73,0.0362
MCH101828,Digital Goods,2025-02-09,17.41,2.77,0.0786
MCH101829,Subscription / SaaS,2025-02-05,8.49,1.06,0.1049
MCH101830,Utilities & Billing,2024-12-26,28.72,1.34,0.1659
MCH101831,Travel & Hospitality,2026-03-23,46.15,1.63,0.1102
MCH101832,Travel & Hospitality,2025-09-06,21.45,3.64,0.0883
MCH101833,Digital Goods,2025-03-22,5.0,0.6,0.1067
MCH101834,Digital Goods,2025-09-02,53.71,2.21,0.0427
MCH101835,Professional Services,2026-04-23,53.46,1.21,0.0209
MCH101836,E-commerce Retail,2025-08-20,72.76,1.63,0.025
MCH101837,Subscription / SaaS,2025-09-26,25.02,1.27,0.1255
MCH101838,Marketplace,2025-01-13,23.69,2.99,0.0754
MCH101839,E-commerce Retail,2026-01-05,154.52,2.1,0.0399
MCH101840,Subscription / SaaS,2024-08-22,7.57,5.01,0.1265
MCH101841,Food & Beverage,2025-10-23,28.59,3.68,0.0173
MCH101842,Food & Beverage,2025-09-16,42.2,0.53,0.0443
MCH101843,Travel & Hospitality,2025-05-26,67.09,0.94,0.047
MCH101844,Utilities & Billing,2025-03-08,43.37,2.07,0.1415
MCH101845,Subscription / SaaS,2024-10-31,14.56,2.36,0.0511
MCH101846,E-commerce Retail,2025-07-22,117.64,1.03,0.1099
MCH101847,E-commerce Retail,2025-06-04,36.67,9.06,0.0485
MCH101848,Marketplace,2025-06-13,6.9,5.84,0.0631
MCH101849,Professional Services,2024-07-29,45.11,0.47,0.0251
MCH101850,Subscription / SaaS,2024-08-04,58.87,3.47,0.0438
MCH101851,Digital Goods,2025-11-30,260.02,2.35,0.2011
MCH101852,Marketplace,2025-07-31,55.08,8.53,0.0468
MCH101853,Marketplace,2026-03-15,8.31,0.51,0.1113
MCH101854,Marketplace,2025-04-20,8.61,19.3,0.0167
MCH101855,Subscription / SaaS,2026-02-09,128.86,1.06,0.3801
MCH101856,Digital Goods,2025-06-14,16.4,3.59,0.1684
MCH101857,Food & Beverage,2024-11-24,7.77,1.34,0.0237
MCH101858,Marketplace,2024-09-05,99.54,1.69,0.0456
MCH101859,Professional Services,2025-12-02,22.74,0.45,0.0507
MCH101860,Digital Goods,2024-10-30,94.35,8.14,0.1559
MCH101861,Professional Services,2025-06-05,14.66,1.88,0.0284
MCH101862,E-commerce Retail,2024-12-22,159.78,2.01,0.035
MCH101863,Travel & Hospitality,2026-05-22,87.54,24.84,0.1167
MCH101864,Utilities & Billing,2026-02-17,17.77,6.42,0.0484
MCH101865,Marketplace,2025-09-24,6.96,1.26,0.0299
MCH101866,E-commerce Retail,2026-01-08,366.93,1.34,0.0485
MCH101867,E-commerce Retail,2024-11-13,29.66,3.19,0.0302
MCH101868,E-commerce Retail,2024-07-16,17.07,5.32,0.0277
MCH101869,Professional Services,2025-05-29,146.39,14.19,0.0237
MCH101870,Digital Goods,2025-01-11,94.23,0.49,0.3579
MCH101871,E-commerce Retail,2025-11-08,119.44,5.09,0.0286
MCH101872,Food & Beverage,2024-07-09,33.16,5.98,0.0353
MCH101873,Marketplace,2025-05-30,240.1,1.12,0.0371
MCH101874,Professional Services,2025-05-29,9.87,1.72,0.0693
MCH101875,Travel & Hospitality,2025-05-23,21.07,0.48,0.0137
MCH101876,Travel & Hospitality,2024-07-15,54.05,1.49,0.0298
MCH101877,Food & Beverage,2026-03-06,117.7,3.1,0.0431
MCH101878,Subscription / SaaS,2025-02-11,70.89,12.11,0.1011
MCH101879,Travel & Hospitality,2025-08-29,33.69,13.28,0.0311
MCH101880,Professional Services,2025-08-12,22.76,0.88,0.0465
MCH101881,Marketplace,2024-10-21,118.33,10.57,0.1059
MCH101882,Professional Services,2025-09-01,78.6,0.35,0.0178
MCH101883,Digital Goods,2024-07-01,15.26,1.37,0.0979
MCH101884,E-commerce Retail,2025-03-23,14.82,1.82,0.0854
MCH101885,Food & Beverage,2025-11-03,21.21,3.16,0.0648
MCH101886,E-commerce Retail,2025-01-24,18.66,2.74,0.0928
MCH101887,Subscription / SaaS,2026-03-14,102.5,3.55,0.0645
MCH101888,Professional Services,2025-07-04,56.58,2.05,0.0815
MCH101889,Utilities & Billing,2025-05-02,63.93,6.42,0.0699
MCH101890,E-commerce Retail,2024-07-12,44.33,4.91,0.0281
MCH101891,Food & Beverage,2025-06-10,46.47,1.84,0.0312
MCH101892,Digital Goods,2025-10-08,7.52,5.71,0.1259
MCH101893,E-commerce Retail,2026-05-31,80.98,19.46,0.1301
MCH101894,Travel & Hospitality,2026-04-27,20.83,1.25,0.018
MCH101895,Professional Services,2025-11-06,35.4,13.14,0.0197
MCH101896,Travel & Hospitality,2025-07-03,22.8,1.37,0.0285
MCH101897,E-commerce Retail,2025-08-24,42.35,10.08,0.0698
MCH101898,Subscription / SaaS,2024-12-18,64.92,1.42,0.1987
MCH101899,Digital Goods,2024-11-11,13.35,5.29,0.1604
MCH101900,Travel & Hospitality,2025-08-31,47.12,2.94,0.0504
MCH101901,E-commerce Retail,2024-07-25,23.36,0.41,0.1128
MCH101902,Digital Goods,2025-12-12,137.2,16.7,0.1002
MCH101903,E-commerce Retail,2025-01-06,12.01,1.0,0.0773
MCH101904,Digital Goods,2024-11-18,13.43,0.69,0.127
MCH101905,E-commerce Retail,2026-01-06,25.54,1.3,0.0443
MCH101906,Utilities & Billing,2026-04-19,14.5,30.92,0.0533
MCH101907,Subscription / SaaS,2025-05-11,29.24,0.7,0.0802
MCH101908,Subscription / SaaS,2025-09-17,21.59,2.94,0.1361
MCH101909,E-commerce Retail,2025-05-15,39.98,0.8,0.0442
MCH101910,Subscription / SaaS,2025-09-14,100.29,0.95,0.1141
MCH101911,Marketplace,2024-09-30,39.3,0.5,0.1097
MCH101912,Utilities & Billing,2024-12-26,43.05,3.37,0.0124
MCH101913,Subscription / SaaS,2024-08-25,12.71,2.09,0.0808
MCH101914,Food & Beverage,2024-12-02,32.01,0.79,0.0189
MCH101915,Professional Services,2026-05-03,24.0,5.89,0.0581
MCH101916,Marketplace,2024-10-19,72.36,6.55,0.0935
MCH101917,Travel & Hospitality,2024-11-14,17.04,3.7,0.0236
MCH101918,Food & Beverage,2025-02-17,15.48,7.93,0.0269
MCH101919,Food & Beverage,2025-10-11,50.27,1.73,0.0845
MCH101920,Professional Services,2025-10-24,265.1,3.4,0.034
MCH101921,E-commerce Retail,2024-09-06,30.69,1.74,0.1425
MCH101922,Travel & Hospitality,2025-03-06,43.3,0.54,0.1811
MCH101923,Subscription / SaaS,2025-05-19,94.45,3.06,0.1921
MCH101924,Digital Goods,2025-11-30,60.94,2.88,0.0947
MCH101925,E-commerce Retail,2025-09-05,61.34,2.39,0.0662
MCH101926,Travel & Hospitality,2025-10-30,33.28,3.57,0.05
MCH101927,Food & Beverage,2026-02-26,33.93,10.09,0.0442
MCH101928,Professional Services,2025-09-02,17.2,2.0,0.0227
MCH101929,E-commerce Retail,2025-03-26,59.52,0.94,0.0914
MCH101930,Travel & Hospitality,2025-12-19,58.18,1.92,0.1864
MCH101931,Travel & Hospitality,2024-11-25,74.98,2.15,0.096
MCH101932,Travel & Hospitality,2024-10-26,22.46,6.58,0.0612
MCH101933,Travel & Hospitality,2025-07-02,83.94,2.74,0.1529
MCH101934,Professional Services,2024-09-04,113.67,0.78,0.108
MCH101935,Digital Goods,2025-07-05,10.87,5.5,0.1383
MCH101936,Subscription / SaaS,2024-12-22,27.2,4.69,0.0565
MCH101937,Digital Goods,2026-02-08,118.51,2.74,0.0638
MCH101938,Food & Beverage,2025-11-07,19.11,6.35,0.0177
MCH101939,E-commerce Retail,2024-10-22,62.1,7.51,0.0486
MCH101940,E-commerce Retail,2024-10-19,36.91,1.69,0.0879
MCH101941,Subscription / SaaS,2025-09-12,50.95,1.0,0.0119
MCH101942,Digital Goods,2024-11-24,38.06,2.43,0.0666
MCH101943,Professional Services,2024-08-04,77.18,4.21,0.068
MCH101944,Digital Goods,2025-05-05,13.18,2.21,0.2292
MCH101945,Food & Beverage,2025-12-20,14.68,0.92,0.0191
MCH101946,Food & Beverage,2024-07-14,158.3,2.89,0.0661
MCH101947,E-commerce Retail,2025-07-09,298.98,0.32,0.1243
MCH101948,Subscription / SaaS,2026-01-08,36.4,1.78,0.0797
MCH101949,Food & Beverage,2025-09-01,203.42,5.76,0.0296
MCH101950,E-commerce Retail,2025-02-18,16.92,6.08,0.032
MCH101951,E-commerce Retail,2026-01-14,21.51,0.1,0.0254
MCH101952,Travel & Hospitality,2026-04-24,157.2,2.03,0.0146
MCH101953,Professional Services,2025-09-13,81.79,4.48,0.0901
MCH101954,Utilities & Billing,2025-11-14,182.44,0.76,0.0475
MCH101955,Marketplace,2025-04-01,58.47,1.7,0.1334
MCH101956,Professional Services,2024-09-14,13.3,8.23,0.0843
MCH101957,Food & Beverage,2025-09-12,45.77,1.52,0.0783
MCH101958,Professional Services,2026-05-30,121.75,12.17,0.0124
MCH101959,Digital Goods,2025-04-15,32.05,1.17,0.3545
MCH101960,E-commerce Retail,2025-12-22,27.48,10.07,0.1306
MCH101961,Food & Beverage,2026-05-23,59.37,2.54,0.0438
MCH101962,Digital Goods,2025-03-10,20.92,1.02,0.2028
MCH101963,Food & Beverage,2024-11-03,49.18,10.11,0.0265
MCH101964,Travel & Hospitality,2024-12-24,39.0,0.74,0.1258
MCH101965,Travel & Hospitality,2024-08-06,22.41,1.11,0.0959
MCH101966,E-commerce Retail,2025-08-14,97.59,4.01,0.0363
MCH101967,Subscription / SaaS,2026-03-03,69.82,2.67,0.1718
MCH101968,Subscription / SaaS,2026-03-02,25.7,3.23,0.106
MCH101969,E-commerce Retail,2024-11-04,36.05,1.7,0.0304
MCH101970,E-commerce Retail,2025-10-26,27.9,0.74,0.1525
MCH101971,Digital Goods,2024-12-15,19.32,1.28,0.0881
MCH101972,Subscription / SaaS,2026-02-12,6.7,9.21,0.1318
MCH101973,Food & Beverage,2025-04-20,22.56,0.65,0.0085
MCH101974,Subscription / SaaS,2026-03-30,19.61,12.74,0.0678
MCH101975,Utilities & Billing,2025-06-08,41.05,3.37,0.035
MCH101976,Subscription / SaaS,2025-05-06,56.87,1.35,0.0474
MCH101977,Food & Beverage,2026-04-23,16.41,0.33,0.0563
MCH101978,Marketplace,2025-12-10,53.17,0.38,0.0489
MCH101979,Marketplace,2025-12-22,14.07,1.72,0.033
MCH101980,E-commerce Retail,2025-08-23,32.29,1.53,0.0148
MCH101981,Digital Goods,2025-09-17,20.04,2.77,0.1302
MCH101982,Food & Beverage,2026-05-16,77.18,13.72,0.005
MCH101983,Food & Beverage,2026-01-09,41.13,4.21,0.012
MCH101984,E-commerce Retail,2025-02-21,32.78,2.16,0.0289
MCH101985,E-commerce Retail,2025-09-12,19.58,8.3,0.0525
MCH101986,Professional Services,2025-01-30,26.34,2.86,0.0214
MCH101987,Food & Beverage,2024-09-23,227.94,12.18,0.0382
MCH101988,Food & Beverage,2024-09-23,22.17,1.26,0.0304
MCH101989,Professional Services,2025-11-01,59.11,0.78,0.0182
MCH101990,Digital Goods,2024-09-03,32.7,0.33,0.1854
MCH101991,E-commerce Retail,2026-04-07,57.44,2.21,0.0477
MCH101992,Travel & Hospitality,2026-04-24,84.52,0.72,0.0162
MCH101993,E-commerce Retail,2026-03-19,25.69,0.71,0.0145
MCH101994,Digital Goods,2024-09-02,74.42,6.92,0.1008
MCH101995,Professional Services,2025-06-08,576.31,0.44,0.0381
MCH101996,Utilities & Billing,2025-06-17,64.56,2.73,0.0285
MCH101997,E-commerce Retail,2024-12-05,183.75,2.26,0.0346
MCH101998,E-commerce Retail,2026-02-09,59.21,2.7,0.056
MCH101999,Subscription / SaaS,2025-11-03,14.41,9.82,0.0355
MCH102000,Subscription / SaaS,2026-04-19,48.22,1.08,0.0543
MCH102001,Subscription / SaaS,2025-10-06,26.3,9.83,0.0344
MCH102002,Marketplace,2025-02-10,20.17,0.42,0.1028
MCH102003,Subscription / SaaS,2025-05-09,34.04,4.71,0.1369
MCH102004,Subscription / SaaS,2026-03-07,31.35,10.77,0.125
MCH102005,Digital Goods,2025-10-09,12.68,0.1,0.1506
MCH102006,Food & Beverage,2024-09-26,549.2,2.37,0.072
MCH102007,Digital Goods,2025-04-29,82.09,2.19,0.0638
MCH102008,E-commerce Retail,2026-05-11,46.73,2.64,0.1599
MCH102009,Food & Beverage,2025-09-08,40.04,13.62,0.063
MCH102010,E-commerce Retail,2026-05-13,121.8,1.15,0.0154
MCH102011,E-commerce Retail,2024-11-12,291.65,0.75,0.0491
MCH102012,Marketplace,2024-08-19,72.61,2.66,0.006
MCH102013,E-commerce Retail,2025-09-05,41.31,7.57,0.1001
MCH102014,Food & Beverage,2025-06-05,159.6,4.3,0.0116
MCH102015,Food & Beverage,2025-06-12,42.2,2.55,0.0862
MCH102016,Subscription / SaaS,2026-04-07,56.56,1.96,0.015
MCH102017,Marketplace,2025-06-12,99.58,0.33,0.1236
MCH102018,E-commerce Retail,2026-04-10,24.87,4.42,0.0565
MCH102019,Professional Services,2025-03-02,5.0,4.98,0.0566
MCH102020,Utilities & Billing,2024-10-17,23.69,1.23,0.0344
MCH102021,Travel & Hospitality,2025-12-15,79.28,1.55,0.2561
MCH102022,Marketplace,2024-09-28,73.89,0.86,0.0295
MCH102023,E-commerce Retail,2025-04-22,140.14,5.86,0.0107
MCH102024,Food & Beverage,2024-10-20,24.61,1.71,0.0516
MCH102025,Subscription / SaaS,2026-02-09,177.85,2.12,0.068
MCH102026,Professional Services,2024-12-24,44.04,4.61,0.0462
MCH102027,Utilities & Billing,2025-06-08,66.98,3.41,0.0497
MCH102028,Subscription / SaaS,2026-04-21,90.34,4.32,0.1864
MCH102029,Professional Services,2024-10-09,9.19,2.93,0.0235
MCH102030,E-commerce Retail,2026-03-21,13.4,3.0,0.0384
MCH102031,Travel & Hospitality,2026-02-24,12.96,2.97,0.0147
MCH102032,Food & Beverage,2025-08-05,106.93,3.87,0.0564
MCH102033,Utilities & Billing,2024-07-28,26.97,4.06,0.005
MCH102034,Travel & Hospitality,2025-12-19,277.99,0.72,0.2274
MCH102035,Subscription / SaaS,2024-08-27,36.72,1.35,0.0757
MCH102036,E-commerce Retail,2025-11-10,8.4,2.01,0.0553
MCH102037,E-commerce Retail,2025-04-23,18.68,3.86,0.0497
MCH102038,E-commerce Retail,2024-11-11,41.16,12.15,0.0432
MCH102039,Subscription / SaaS,2025-05-27,61.26,1.09,0.0796
MCH102040,Marketplace,2025-03-06,13.67,5.92,0.0203
MCH102041,Travel & Hospitality,2026-01-01,64.62,1.39,0.1072
MCH102042,Food & Beverage,2024-09-13,84.4,9.68,0.0087
